Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / France,Price / France,Compare At Price / France,Included / Belgique,Price / Belgique,Compare At Price / Belgique,Status
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,,,,,,S,,,,,,,,5056733909726,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-tr-012-16-yoruba-flowers-silk-shorts-img07_2a33bc01-1ac1-4a02-a70c-73ef133efb27.jpg?v=1718209902,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,,,,,,M,,,,,,,,5056733909733,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-tr-012-16-yoruba-flowers-silk-shorts-img37_650c3688-c73e-4671-a3d0-f069783b163a.jpg?v=1718209902,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,,,,,,L,,,,,,,,5056733909740,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-tr-012-16-yoruba-flowers-silk-shorts-img41_9eb2d129-3bb5-4c7a-bc6a-255fcf920cd2.jpg?v=1718209902,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,,,,,,XL,,,,,,,,5056733909757,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-tr-012-16-yoruba-flowers-silk-shorts-flat-2_6c26a527-405f-43e5-831f-ac8f43aa7ba7.jpg?v=1718209902,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,,,,,,XXL,,,,,,,,5056733909764,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,,,,,,XXXL,,,,,,,,5056733909771,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,Non classé,,,true,Size,XS,,,,,,,,5056733909702-XS,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,Non classé,,,true,Size,S,,,,,,,,5056733909702-S,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,Non classé,,,true,Size,M,,,,,,,,5056733909702-M,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,Non classé,,,true,Size,L,,,,,,,,5056733909702-L,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,Non classé,,,true,Size,XL,,,,,,,,5056733909702-XL,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-tr-012-16-yoruba-flowers-silk-shorts,,,,Non classé,,,true,Size,XXL,,,,,,,,5056733909702-XXL,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms23-jtr-064-03-zip-hem-sweatpants,Zip Hem Sweatpants,"<p>Le noir bas fermeture éclairpé pantalon de jogging feature la signature de la maison monogramme diamant présente la signature de la maison monogramme diamant logo. Complété par or-tipped fermeture par cordon et fermeture éclair en bas.</p><li>100 % coton biologique</li>
<li>Coloris: noir</li>
<li>Delicate lavage machine</li>
<li>Fabriqué au Portugal</li>
<li>Coupes true to taille, prenez votre taille habituelle</li>",MS23-JTR-064-03,Non classé,JERSEY,"ARCHIVE SALE, SS23",true,Size,XS,,,,,,,,5056626826055,100.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/ms23-jtr-064-03-zip-hem-sweatpants-01_7c196208-f0ac-4ed3-a3b0-619a94105c5c.jpg?v=1718207730,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,S,,,,,,,,5056626826062,100.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/ms23-jtr-064-03-zip-hem-sweatpants-02_1c1e2a95-418c-4cd5-b025-ac2503cc09f6.jpg?v=1718207730,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,M,,,,,,,,5056626826079,100.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,L,,,,,,,,5056626826086,100.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,XL,,,,,,,,5056626826093,100.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,XXL,,,,,,,,5056626826109,100.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,XXXL,,,,,,,,5056626826116,100.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,Zip Hem Sweatpants,"<p>Le noir bas fermeture éclairpé pantalon de jogging feature la signature de la maison monogramme diamant présente la signature de la maison monogramme diamant logo. Complété par or-tipped fermeture par cordon et fermeture éclair en bas.</p><li>100 % coton biologique</li>
<li>Coloris: noir</li>
<li>Delicate lavage machine</li>
<li>Fabriqué au Portugal</li>
<li>Coupes true to taille, prenez votre taille habituelle</li>",MS23-JTR-064-03,Non classé,JERSEY,"ARCHIVE SALE, SS23",true,Size,XS,,,,,,,,5056626826055,100.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/ms23-jtr-064-03-zip-hem-sweatpants-01_7c196208-f0ac-4ed3-a3b0-619a94105c5c.jpg?v=1718207730,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,S,,,,,,,,5056626826062,100.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/ms23-jtr-064-03-zip-hem-sweatpants-02_1c1e2a95-418c-4cd5-b025-ac2503cc09f6.jpg?v=1718207730,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,M,,,,,,,,5056626826079,100.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,L,,,,,,,,5056626826086,100.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,XL,,,,,,,,5056626826093,100.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,XXL,,,,,,,,5056626826109,100.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,,,,,,XXXL,,,,,,,,5056626826116,100.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms23-jtr-064-03-zip-hem-sweatpants,,,,Non classé,,,true,Size,S,,,,,,,,5056626826055-S,100.0,,deny,manual,89.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms23-jtr-064-03-zip-hem-sweatpants,,,,Non classé,,,true,Size,M,,,,,,,,5056626826055-M,100.0,,deny,manual,89.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms23-jtr-064-03-zip-hem-sweatpants,,,,Non classé,,,true,Size,L,,,,,,,,5056626826055-L,100.0,,deny,manual,89.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms23-jtr-064-03-zip-hem-sweatpants,,,,Non classé,,,true,Size,XL,,,,,,,,5056626826055-XL,100.0,,deny,manual,89.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms23-jtr-064-03-zip-hem-sweatpants,,,,Non classé,,,true,Size,XXL,,,,,,,,5056626826055-XXL,100.0,,deny,manual,89.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms22-tr-032-ex-saks-yellow-memphis-wave,Yellow Memphis Wave Swim Trunks,"<p>Printed maillot de bain confectionné en a polyester tissu avec an taille élastiquée, poches latérales et doublure avec our signature rouge logo monogramme.</p>",MS22-TR-032 EX SAKS,Non classé,SWIMWEAR,"ARCHIVE, ARCHIVE SALE, ARCHIVE SALE - MENS, ATS Add, SS22",true,Size,XS,,,,,,,,1000000141399,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/ms22-tr-032-ex-saks-technical-synthetic-white-memphis-wave-yellow_01_1ff5a33c-3db1-4a7b-9ace-2b237db351c9.png?v=1718204806,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,S,,,,,,,,1000000141405,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/ms22-tr-032-ex-saks-technical-synthetic-white-memphis-wave-yellow_02_58fc14d1-5c6d-4c71-acb9-c36138d39a34.png?v=1718204806,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,M,,,,,,,,1000000141412,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,L,,,,,,,,1000000141429,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,XL,,,,,,,,1000000141436,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,XXL,,,,,,,,1000000141443,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,XXXL,,,,,,,,1000000225952,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,Yellow Memphis Wave Swim Trunks,"<p>Printed maillot de bain confectionné en a polyester tissu avec an taille élastiquée, poches latérales et doublure avec our signature rouge logo monogramme.</p>",MS22-TR-032 EX SAKS,Non classé,SWIMWEAR,"ARCHIVE, ARCHIVE SALE, ARCHIVE SALE - MENS, ATS Add, SS22",true,Size,XS,,,,,,,,1000000141399,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/ms22-tr-032-ex-saks-technical-synthetic-white-memphis-wave-yellow_01_1ff5a33c-3db1-4a7b-9ace-2b237db351c9.png?v=1718204806,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,S,,,,,,,,1000000141405,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/ms22-tr-032-ex-saks-technical-synthetic-white-memphis-wave-yellow_02_58fc14d1-5c6d-4c71-acb9-c36138d39a34.png?v=1718204806,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,M,,,,,,,,1000000141412,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,L,,,,,,,,1000000141429,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,XL,,,,,,,,1000000141436,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,XXL,,,,,,,,1000000141443,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,,,,,,XXXL,,,,,,,,1000000225952,100.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,Non classé,,,true,Size,S,,,,,,,,1000000141399-S,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,Non classé,,,true,Size,M,,,,,,,,1000000141399-M,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,Non classé,,,true,Size,L,,,,,,,,1000000141399-L,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,Non classé,,,true,Size,XL,,,,,,,,1000000141399-XL,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms22-tr-032-ex-saks-yellow-memphis-wave,,,,Non classé,,,true,Size,XXL,,,,,,,,1000000141399-XXL,100.0,,deny,manual,49.00,,true,true,,,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
af22-hat-003-07-work-in-progress-bucket-hat,Work In Progress Bucket Hat,"<p>100 % coton biologique, Doublure: 100 % coton biologique, Finition: 60% Coton 30% Viscose 10% Polyester. Fabriqué en Italie.</p>",AF22-HAT-003-07,Non classé,ACCESSORIES,"ARCHIVE, ARCHIVE SALE, ARCHIVE SALE - ACCESSORIES, AW22, HAT",true,Size,S/M,,,,,,,,1000000148558,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/R04005502_WORKINPROGRESS_M-1.jpg?v=1716165804,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
af22-hat-003-07-work-in-progress-bucket-hat,,,,,,,,,M/L,,,,,,,,1000000148565,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/R04005502_WORKINPROGRESS_ALT02.jpg?v=1716165804,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
af22-hat-003-07-work-in-progress-bucket-hat,Work In Progress Bucket Hat,"<p>100 % coton biologique, Doublure: 100 % coton biologique, Finition: 60% Coton 30% Viscose 10% Polyester. Fabriqué en Italie.</p>",AF22-HAT-003-07,Non classé,ACCESSORIES,"ARCHIVE, ARCHIVE SALE, ARCHIVE SALE - ACCESSORIES, AW22, HAT",true,Size,S/M,,,,,,,,1000000148558,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/R04005502_WORKINPROGRESS_M-1.jpg?v=1716165804,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
af22-hat-003-07-work-in-progress-bucket-hat,,,,,,,,,M/L,,,,,,,,1000000148565,100.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/R04005502_WORKINPROGRESS_ALT02.jpg?v=1716165804,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mf22-tr-002-01-work-in-progress-denim-trousers,Work In Progress Denim Trousers,"<p>100 % coton biologique, Lavage délicat à 30 °C, Laver et repasser sur l'envers, Ne pas mettre au sèche-linge. Fabriqué en Italie.</p><p>Le mannequin mesure 1m87 et porte une taille M.</p><p></p>",MF22-TR-002-01,Non classé,DENIM,"ARCHIVE, AW22, AW22 - DROP 2",true,Size,28,,,,,,,,1000000161809,100000.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/MF22-TR-002-06_01.jpg?v=1716167330,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mf22-tr-002-01-work-in-progress-denim-trousers,,,,,,,,,30,,,,,,,,1000000161816,100000.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/Casablanca-Mens-SS22-AW22VPIS_0001s_0011_Mens-Paris-MENDENIM1A_6f6e403e-047e-4f04-8ef3-34519f1edd4e.jpg?v=1716167330,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mf22-tr-002-01-work-in-progress-denim-trousers,,,,,,,,,32,,,,,,,,1000000161823,100000.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/Casablanca-Mens-SS22-AW22VPIS_0001s_0010_Mens-Paris-MENDENIM1C_366a4086-9a22-4a23-af14-1a1fb8a80abd.jpg?v=1716167330,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mf22-tr-002-01-work-in-progress-denim-trousers,,,,,,,,,34,,,,,,,,1000000161830,100000.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/MF22-TR-002-06_02.jpg?v=1716167330,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mf22-tr-002-01-work-in-progress-denim-trousers,,,,,,,,,36,,,,,,,,1000000161847,100000.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mf22-tr-002-01-work-in-progress-denim-trousers,,,,,,,,,38,,,,,,,,1000000161854,100000.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mf22-tr-002-01-work-in-progress-denim-trousers,Work In Progress Denim Trousers,"<p>100 % coton biologique, Lavage délicat à 30 °C, Laver et repasser sur l'envers, Ne pas mettre au sèche-linge. Fabriqué en Italie.</p><p>Le mannequin mesure 1m87 et porte une taille M.</p><p></p>",MF22-TR-002-01,Non classé,DENIM,"ARCHIVE, AW22, AW22 - DROP 2",true,Size,28,,,,,,,,1000000161809,100000.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/MF22-TR-002-06_01.jpg?v=1716167330,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mf22-tr-002-01-work-in-progress-denim-trousers,,,,,,,,,30,,,,,,,,1000000161816,100000.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/Casablanca-Mens-SS22-AW22VPIS_0001s_0011_Mens-Paris-MENDENIM1A_6f6e403e-047e-4f04-8ef3-34519f1edd4e.jpg?v=1716167330,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mf22-tr-002-01-work-in-progress-denim-trousers,,,,,,,,,32,,,,,,,,1000000161823,100000.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/Casablanca-Mens-SS22-AW22VPIS_0001s_0010_Mens-Paris-MENDENIM1C_366a4086-9a22-4a23-af14-1a1fb8a80abd.jpg?v=1716167330,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mf22-tr-002-01-work-in-progress-denim-trousers,,,,,,,,,34,,,,,,,,1000000161830,100000.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/MF22-TR-002-06_02.jpg?v=1716167330,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mf22-tr-002-01-work-in-progress-denim-trousers,,,,,,,,,36,,,,,,,,1000000161847,100000.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
mf22-tr-002-01-work-in-progress-denim-trousers,,,,,,,,,38,,,,,,,,1000000161854,100000.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
