Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / France,Price / France,Compare At Price / France,Included / Belgique,Price / Belgique,Compare At Price / Belgique,Status
ms24-tr-182-01-sports-tailoring-shorts,,,,,,,,,50,,,,,,,,5056733910173,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-tr-182-01-sports-tailoring-shorts-img37_b268db2f-85c4-4d02-aa60-2d8b211273d5.jpg?v=1718210877,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-tr-182-01-sports-tailoring-shorts,,,,,,,,,52,,,,,,,,5056733910180,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-tr-182-01-sports-tailoring-shorts-img41_f5c6fa3a-b2cb-48d7-9151-df06ee7fbf24.jpg?v=1718210877,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-tr-182-01-sports-tailoring-shorts,,,,,,,,,54,,,,,,,,5056733910197,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-tr-182-01-sports-tailoring-shorts-flat-2_eae8c439-d7af-48d9-8c25-a3085b2149e4.jpg?v=1718210877,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-669-01-striped-crew-neck-jumper,Striped Crew Neck Jumper,"<p>The striped crew neck jumper is a soft-textured long-sleeve familiar silhouette, crafted from extra fine merino wool and features the house's diamond logo patch. Completed with a ribbed collar, cuffs and hem.</p><li>Striped merino fabric</li>
<li>100% extra fine merino wool</li>
<li>Colour: white</li>
<li>Specialised dry clean only</li>
<li>Fits true to size, take your regular size</li>
<li>The model is 186cm/6’1 and is wearing a size M</li>",MS24-KW-669-01,Non classé,KNITWEAR,"Mens Gifting, SS24",true,Size,XS,,,,,,,,5056733906596,0.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-669-01-srtiped-crew-neck-jumper-flat-1_a9dab047-9ab2-4287-8eac-0dfe45e8a2b3.jpg?v=1718210701,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-kw-669-01-striped-crew-neck-jumper,,,,,,,,,S,,,,,,,,5056733906602,0.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-669-01-srtiped-crew-neck-jumper-img01_4ee25a10-6008-4a78-90f9-494a910e3237.jpg?v=1718210701,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-669-01-striped-crew-neck-jumper,,,,,,,,,M,,,,,,,,5056733906619,0.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-669-01-srtiped-crew-neck-jumper-img07_d316a03d-8e16-400c-9996-90b12c685652.jpg?v=1718210701,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-669-01-striped-crew-neck-jumper,,,,,,,,,L,,,,,,,,5056733906626,0.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-669-01-srtiped-crew-neck-jumper-img37_f2109b67-bd26-4230-830d-48c97d1c30e1.jpg?v=1718210701,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-669-01-striped-crew-neck-jumper,,,,,,,,,XL,,,,,,,,5056733906633,0.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-669-01-srtiped-crew-neck-jumper-img41_b544aa6b-4604-4f01-b0ec-294c4a3f9a48.jpg?v=1718210701,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-669-01-striped-crew-neck-jumper,,,,,,,,,XXL,,,,,,,,5056733906640,0.0,,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-669-01-srtiped-crew-neck-jumper-flat-2_ddc73b45-7330-452e-bb72-9c674f8ed476.jpg?v=1718210701,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-669-01-striped-crew-neck-jumper,,,,,,,,,XXXL,,,,,,,,5056733906657,0.0,,deny,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jtr-177-01-striped-track-pants,Striped Track Pants,"<p>The striped track pants are an elevated sportswear design crafted from a tricot fabric featuring the house's signature diamond logo. Finished with an elasticated waistband, internal drawstring fastening, pin-tuck seam down the front, slanted side pockets with stripe detail down the sides, and a welt back pocket with zip closure.</p><li>Tricot fabric</li> 
<li>53% polyester 47% cotton</li>
<li>Colour: blue</li>
<li>Delicate machine wash</li>
<li>Made in Portugal</li>
<li>Fits true to size, take your regular size</li>
<li>The model is 186cm/6’1 and is wearing a size M</li>",MS24-JTR-177-01,Non classé,APRES SPORT,"Mens Gifting, SS24",true,Size,XS,,,,,,,,5056733913990,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jtr-177-01-striped-track-pants-flat-1_7e546d6f-b7a0-492f-8c0c-df2df6d619f0.jpg?v=1718210556,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-jtr-177-01-striped-track-pants,,,,,,,,,S,,,,,,,,5056733914003,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jtr-177-01-striped-track-pants-img01_dac3f4a6-0582-4347-a3cf-142351178ca2.jpg?v=1718210556,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jtr-177-01-striped-track-pants,,,,,,,,,M,,,,,,,,5056733914010,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jtr-177-01-striped-track-pants-img07_363d76b8-8a22-44c4-a1ee-0134e9f0c27f.jpg?v=1718210556,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jtr-177-01-striped-track-pants,,,,,,,,,L,,,,,,,,5056733914027,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jtr-177-01-striped-track-pants-img37_029469a1-2719-4efc-ab1d-475b2d984397.jpg?v=1718210556,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jtr-177-01-striped-track-pants,,,,,,,,,XL,,,,,,,,5056733914034,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jtr-177-01-striped-track-pants-img41_a7ab38d5-0918-46fe-a15c-6d28f32fa4b5.jpg?v=1718210556,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jtr-177-01-striped-track-pants,,,,,,,,,XXL,,,,,,,,5056733903076,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jtr-177-01-striped-track-pants-flat-2_8152922e-d9a5-4392-8d5f-48d6496f804e.jpg?v=1718210556,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jtr-177-01-striped-track-pants,,,,,,,,,XXXL,,,,,,,,5056733903083,0.0,,deny,manual,79.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jk-263-01-sports-tailoring-jacket,Sports Tailoring Jacket,"<p>The sports tailoring jacket is a long-sleeve single breasted tailored style crafted from a tricot fabric, featuring the house's signature diamond monogram logo with white and green stripes on the chest. Complete with notch lapel, pockets with green piping, central back vent, and the house's signature gold rim interlocking CC enamel buttons.</p>
<li>Tricot fabric</li>
<li>53% polyester 22% rayon 21% nylon 4% elastane</li>
<li>Colour: white/green, blue</li>
<li>Made in the UK</li>
<li>Specialised dry clean only</li>
<li>Fits true to size, take your regular size</li>
<li>The model is 186cm/6’1 and is wearing a size M</li>",MS24-JK-263-01,Non classé,TAILORING,"Mens Gifting, SS24, SS24 - Drop C",true,Size,44,,,,,,,,5056733911552,0.0,,deny,manual,159.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jk-263-01-tricot-sports-jacket-flat-1_4aef3d3d-aae9-4d95-b2e2-7d34b869a74e.jpg?v=1718210353,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-jk-263-01-sports-tailoring-jacket,,,,,,,,,46,,,,,,,,5056733911569,0.0,,deny,manual,159.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jk-263-01-tricot-sports-jacket-img01_0e6e2448-62e3-4654-82a8-6400fc6e10c1.jpg?v=1718210353,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jk-263-01-sports-tailoring-jacket,,,,,,,,,48,,,,,,,,5056733911576,0.0,,deny,manual,159.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jk-263-01-tricot-sports-jacket-img07_4b4f73b3-80f2-4da4-aeba-bf7d1c6bd16c.jpg?v=1718210353,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jk-263-01-sports-tailoring-jacket,,,,,,,,,50,,,,,,,,5056733911583,0.0,,deny,manual,159.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jk-263-01-tricot-sports-jacket-img37_3ae1f7aa-51bd-4061-8f44-01bd6e5a0d6b.jpg?v=1718210354,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jk-263-01-sports-tailoring-jacket,,,,,,,,,52,,,,,,,,5056733911590,0.0,,deny,manual,159.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jk-263-01-tricot-sports-jacket-img41_9db02c66-b1c0-4a63-b650-40bd5da4aaf8.jpg?v=1718210354,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-jk-263-01-sports-tailoring-jacket,,,,,,,,,54,,,,,,,,5056733911606,0.0,,deny,manual,159.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-jk-263-01-tricot-sports-jacket-flat-2_3106be18-8928-4b60-afb6-fe5913d06947.jpg?v=1718210354,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-653-01-striped-mesh-shorts,Striped Mesh Shorts,"<p>The striped mesh shorts are crafted from a knitted organic cotton fabric, inspired by the colours of the Nigeria flag and feature the house's diamond logo patch. Completed with a ribbed waistband and hem, slanted side pockets and a back pocket with a zip closure.</p><li>Knitted cotton fabric</li><li>100% organic cotton</li>
<li>Colour: black, white, green, red</li>
<li>Specialised dry clean only</li>
<li>Fits true to size, take your regular size</li>
<li>The model is 186cm/6’1 and is wearing a size S</li>",MS24-KW-653-01,Non classé,KNITWEAR,"Mens Gifting, SS24, SS24 - Drop A",true,Size,XS,,,,,,,,5056733906312,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-653-01-striped-mesh-shorts-flat-1_705bf267-d48d-44dd-b4a3-1832b7a5ddc2.jpg?v=1718209813,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-kw-653-01-striped-mesh-shorts,,,,,,,,,S,,,,,,,,5056733906329,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-653-01-striped-mesh-shorts-img01_3bf10bf4-dda4-4076-b496-5e175a624bfc.jpg?v=1718209813,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-653-01-striped-mesh-shorts,,,,,,,,,M,,,,,,,,5056733906336,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-653-01-striped-mesh-shorts-img07_b0e8e7f2-416c-4ab4-8a61-34ff5ac3dc23.jpg?v=1718209813,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-653-01-striped-mesh-shorts,,,,,,,,,L,,,,,,,,5056733906343,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-653-01-striped-mesh-shorts-img37_a2e0653f-34d8-4d0e-81a4-2dcbb15a8ce6.jpg?v=1718209813,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-653-01-striped-mesh-shorts,,,,,,,,,XL,,,,,,,,5056733906350,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-653-01-striped-mesh-shorts-img41_de24f5de-256a-4c46-9641-2f629a684b2b.jpg?v=1718209813,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-653-01-striped-mesh-shorts,,,,,,,,,XXL,,,,,,,,5056733906367,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-653-01-striped-mesh-shorts-flat-2_22b95968-4deb-4582-8681-5dce5e7e7730.jpg?v=1718209813,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-653-01-striped-mesh-shorts,,,,,,,,,XXXL,,,,,,,,5056733906374,0.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-652-01-striped-mesh-shirt,Striped Mesh Shirt,"<p>The striped mesh shirt is a short-sleeve style inspired by the colours of the Nigeria flag, crafted from a knitted organic cotton fabric featuring the house's diamond logo patch. Completed with a ribbed collar, cuffs, placket, hem, button closure and signature gold rim pearl buttons.</p><li>Knitted cotton fabric</li><li>100% organic cotton</li>
<li>Colour: black, white, green, red</li>
<li>Specialised dry clean only</li>
<li>Fits true to size, take your regular size</li>
<li>The model is 186cm/6’1 and is wearing a size S</li>",MS24-KW-652-01,Non classé,KNITWEAR,"Mens Gifting, SS24, SS24 - Drop A",true,Size,XS,,,,,,,,5056733906244,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-652-01-striped-mesh-shirt-flat-1_ce23a736-67b3-4a2e-9961-1fd308dc86cd.jpg?v=1718209781,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-kw-652-01-striped-mesh-shirt,,,,,,,,,S,,,,,,,,5056733906251,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-652-01-striped-mesh-shirt-img01_38b4b5a6-e0b1-41f7-81cb-2f55162a1ead.jpg?v=1718209781,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-652-01-striped-mesh-shirt,,,,,,,,,M,,,,,,,,5056733906268,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-652-01-striped-mesh-shirt-img07_f1f6d393-d7b2-4ff2-8a2b-bc2d3088913b.jpg?v=1718209781,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-652-01-striped-mesh-shirt,,,,,,,,,L,,,,,,,,5056733906275,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-652-01-striped-mesh-shirt-img37_b48f5aa5-f94c-4f7e-8fe7-c11b8d16dbe6.jpg?v=1718209781,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-652-01-striped-mesh-shirt,,,,,,,,,XL,,,,,,,,5056733906282,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-652-01-striped-mesh-shirt-img41_fa841d8f-0241-49e2-bb8d-0c910d06698f.jpg?v=1718209781,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-652-01-striped-mesh-shirt,,,,,,,,,XXL,,,,,,,,5056733906299,0.0,,deny,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-652-01-striped-mesh-shirt-flat-2_df3ac273-a17a-4e28-9f49-59e064ffb5e0.jpg?v=1718209781,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-652-01-striped-mesh-shirt,,,,,,,,,XXXL,,,,,,,,5056733906305,0.0,,deny,manual,79.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-615-01-striped-towelling-shorts,Striped Towelling Shorts,"<p>The striped towelling shorts are a knitted design crafted from a cotton blend towelling fabric and feature the colours of the season, representative of the rich exchanges across cultural disciplines in African art, music and film. Completed with an elasticated waistband, side pockets and the house's signature diamond logo patch.</p><li>Striped cotton blend towelling fabric</li>
<li>65% cotton 35% nylon</li>
<li>Applique: 95% viscose 5% elastane</li>
<li>Colour: multicolour</li>
<li>Specialised dry clean only</li>
<li>Fits true to size, take your regular size</li>
<li>The model is 186cm/6’1 and is wearing a size M</li>",MS24-KW-615-01,Non classé,KNITWEAR,"Mens Gifting, SS24, SS24 - Drop A",true,Size,XS,,,,,,,,5056733905476,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-615-01-striped-towelling-shorts-flat-1_33e87c13-bd70-4385-a4ef-5fd4d62366f7.jpg?v=1718209732,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-kw-615-01-striped-towelling-shorts,,,,,,,,,S,,,,,,,,5056733905483,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-615-01-striped-towelling-shorts-img01_6d99d5ff-a6ba-4cd1-b851-a4b03dba4011.jpg?v=1718209732,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-615-01-striped-towelling-shorts,,,,,,,,,M,,,,,,,,5056733905490,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-615-01-striped-towelling-shorts-img07_724c9ba5-ddf2-4635-bac6-c91d11a97616.jpg?v=1718209732,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-615-01-striped-towelling-shorts,,,,,,,,,L,,,,,,,,5056733905506,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-615-01-striped-towelling-shorts-img37_a0a3d5c1-c7aa-4a4a-a342-e7759697736b.jpg?v=1718209732,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-615-01-striped-towelling-shorts,,,,,,,,,XL,,,,,,,,5056733905513,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-615-01-striped-towelling-shorts-img41_4b72f8fa-04ee-427b-84a9-79e2f6a3e768.jpg?v=1718209732,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-615-01-striped-towelling-shorts,,,,,,,,,XXL,,,,,,,,5056733905520,0.0,,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-615-01-striped-towelling-shorts-flat-2_a3327711-2275-4f34-8fe6-4e34d3ad8145.jpg?v=1718209732,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-615-01-striped-towelling-shorts,,,,,,,,,XXXL,,,,,,,,5056733905537,0.0,,deny,manual,49.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-614-01-striped-towelling-shirt,Striped Towelling Shirt,"<p>The striped towelling shirt is a knitted design crafted from a cotton blend towelling fabric and features the colours of the season, representative of the rich exchanges across cultural disciplines in African art, music and film. Completed with a ribbed collar, the house's signature gold rim pearl buttons and signature diamond logo patch.</p><li>Striped cotton blend towelling fabric</li>
<li>65% cotton 35% nylon</li>
<li>Applique: 95% viscose 5% elastane</li>
<li>Colour: multicolour</li>
<li>Specialised dry clean only</li>
<li>Fits true to size, take your regular size</li>
<li>The model is 186cm/6’1 and is wearing a size M</li>",MS24-KW-614-01,Non classé,KNITWEAR,"Mens Gifting, SS24, SS24 - Drop A",true,Size,XS,,,,,,,,5056733905407,0.0,,deny,manual,69.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-614-01-striped-towelling-shirt-flat-1_c3d1c111-c27c-410d-817a-786c58fde405.jpg?v=1718209717,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ms24-kw-614-01-striped-towelling-shirt,,,,,,,,,S,,,,,,,,5056733905414,0.0,,deny,manual,69.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-614-01-striped-towelling-shirt-img012_85115f55-109f-44a5-82d1-31485441fca7.jpg?v=1718209717,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-614-01-striped-towelling-shirt,,,,,,,,,M,,,,,,,,5056733905421,0.0,,deny,manual,69.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-614-01-striped-towelling-shirt-img072_e01cede3-62d2-4b9e-9e2f-b5a39607118f.jpg?v=1718209717,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ms24-kw-614-01-striped-towelling-shirt,,,,,,,,,L,,,,,,,,5056733905438,0.0,,deny,manual,69.00,,true,true,,https://cdn.shopify.com/s/files/1/0786/5928/9420/files/casablanca-paris-ms24-kw-614-01-striped-towelling-shirt-img372_ec9955ec-3c96-47ab-8f61-41ed70960743.jpg?v=1718209717,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,
